# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	8799
#@/user_id	winK
fang mian 	方面	c=4 d=1.00014 t=6353
fang shi 	方式	c=3 d=1 t=8260
fang wen 	訪問	c=3 d=1 t=6665
fang zai 	放在	c=1 d=1 t=7003
fang zhou 	方舟	c=2 d=1 t=7872
fang zu 	房租	c=1 d=1 t=2878
fei 	費	c=3 d=1.88964 t=416
fei 	非	c=3 d=1.00029 t=8438
fei 	飛	c=3 d=1.97532 t=6752
fei chang 	非常	c=5 d=1.04028 t=8298
fei yao 	非要	c=1 d=1 t=5191
fen 	份	c=1 d=1 t=2136
fen 	分	c=5 d=1.24699 t=7811
fen li 	分離	c=2 d=1.956 t=4010
fen pei 	分配	c=3 d=1.10229 t=6651
fen qu 	分區	c=1 d=1 t=3470
fen zhi 	分支	c=1 d=1 t=8712
fen zhong 	分鐘	c=2 d=1 t=7880
feng 	封	c=1 d=1 t=7496
feng 	風	c=2 d=1 t=8142
feng hao 	封號	c=1 d=1 t=6424
feng jing 	風景	c=1 d=1 t=172
feng mian 	封面	c=4 d=3.05098 t=5880
feng ping 	風評	c=1 d=1 t=2052
fou ren 	否認	c=1 d=1 t=8232
fu 	付	c=1 d=1 t=2804
fu 	富	c=1 d=1 t=7117
fu 	扶	c=1 d=1 t=2568
fu 	服	c=1 d=1 t=1338
fu dan 	負擔	c=1 d=1 t=5783
fu jin 	附近	c=2 d=1 t=8541
fu li 	福利	c=1 d=1 t=5391
fu mu 	父母	c=3 d=2.87423 t=4063
fu po 	富婆	c=2 d=1.96561 t=1559
fu wu 	服務	c=4 d=2.1656 t=5992
fu wu duan 	服務端	c=4 d=3.6943 t=2189
fu wu qi 	服務器	c=13 d=1.0001 t=7614
fu yin 	福音	c=1 d=1 t=2306
fu yong 	復用	c=1 d=1 t=7870
fu zhi 	複製	c=1 d=1 t=4982
ga 	噶	c=1 d=1 t=3610
gai 	改	c=4 d=2.45422 t=6109
gai 	蓋	c=1 d=1 t=5565
gai bian 	改變	c=2 d=1.01265 t=5120
gai lv 	概率	c=1 d=1.09851 t=2627
gai si 	該死	c=1 d=1 t=1744
gan 	幹	c=2 d=1.9802 t=6370
gan 	敢	c=4 d=2.92281 t=7297
gan jin 	趕緊	c=1 d=1 t=464
gan jue 	感覺	c=14 d=1.16928 t=8367
gan ma 	幹嘛	c=8 d=1.93597 t=8521
gang 	剛	c=1 d=1 t=2268
gang ao tai 	港澳臺	c=1 d=1 t=4511
gang gang 	剛剛	c=2 d=1 t=6934
gao 	搞	c=15 d=1.00022 t=8666
gao 	稿	c=1 d=1 t=6497
gao 	高	c=4 d=1.00001 t=8271
gao de 	搞得	c=2 d=1.00131 t=6414
gao feng 	高峯	c=1 d=1 t=1752
gao gao 	高高	c=1 d=1 t=4676
gao ji 	高級	c=3 d=1.01047 t=3961
gao jia qiao 	高架橋	c=1 d=1 t=168
gao lou 	高樓	c=1 d=1 t=194
gao ming 	高明	c=1 d=1 t=8246
gao qing 	高清	c=1 d=1 t=4103
gao shou 	高手	c=1 d=1 t=4771
gao su 	告訴	c=3 d=1.00008 t=8250
ge 	個	c=52 d=3.82448 t=8731
ge 	哥	c=9 d=1.00069 t=7118
ge 	歌	c=1 d=1 t=7865
ge bie 	個別	c=2 d=1 t=8435
ge ge 	哥哥	c=2 d=1.92774 t=4594
ge lou 	閣樓	c=1 d=1 t=7121
ge qian 	擱淺	c=1 d=1 t=7558
ge qu 	歌曲	c=1 d=1 t=2469
ge ren 	個人	c=2 d=1 t=7549
ge shi 	格式	c=1 d=1 t=924
ge shi hua 	格式化	c=1 d=1 t=5135
ge zhong 	各種	c=1 d=1 t=2629
gei 	給	c=10 d=1.00207 t=6207
gei chu 	給出	c=1 d=1 t=6337
gei ge 	給個	c=1 d=1 t=8174
gei ni 	給你	c=10 d=1.00969 t=8534
gei wo 	給我	c=10 d=1.96124 t=8479
gen 	跟	c=2 d=1 t=8255
gen ben 	根本	c=2 d=1.36422 t=5281
gen ni 	跟你	c=1 d=1 t=3775
gen wo 	跟我	c=2 d=1.71005 t=4262
gen wo mao 	跟我貓	c=1 d=1 t=3995
gen zong 	跟蹤	c=1 d=1 t=2297
geng 	更	c=13 d=1.22592 t=8256
geng 	梗	c=2 d=1 t=7890
geng duo 	更多	c=2 d=1.99501 t=5742
geng kuai 	更快	c=1 d=1 t=8094
geng xin 	更新	c=13 d=1 t=8653
gong 	公	c=2 d=1.96561 t=1419
gong 	共	c=1 d=1 t=2855
gong cheng 	工程	c=1 d=1 t=8783
gong cheng shi 	工程師	c=1 d=1 t=2710
gong gao 	公告	c=2 d=1 t=5654
gong ju 	工具	c=2 d=1 t=6331
gong li 	公里	c=1 d=1 t=5800
gong neng 	功能	c=3 d=1.97531 t=6571
gong si 	公司	c=6 d=1.00058 t=4993
gong yu 	公寓	c=3 d=1.93239 t=7848
gong zuo 	工作	c=2 d=1 t=4711
gou 	勾	c=1 d=1 t=4148
gou 	夠	c=3 d=1.98546 t=8703
gou 	狗	c=3 d=1.00066 t=6735
gou ba 	勾巴	c=1 d=1 t=4185
gu 	股	c=0 d=0.1 t=8468
gu ding 	固定	c=2 d=1.99005 t=2865
gu du 	孤獨	c=1 d=0.100036 t=2072
gu du yao gun 	孤獨搖滾	c=4 d=1.9802 t=7666
gu ge 	谷歌	c=5 d=4.70385 t=4749
gu ge 	骨骼	c=1 d=1 t=4629
gu ji 	估計	c=4 d=1 t=7714
gu jian 	固件	c=6 d=1.22015 t=6564
gu shi 	古詩	c=2 d=1.03159 t=1890
gu shi 	故事	c=4 d=3.92121 t=906
gu tai 	固態	c=1 d=1 t=7545
gu zao 	古早	c=1 d=1 t=4694
gu zhang 	故障	c=1 d=1 t=7
gua gou 	掛鉤	c=2 d=1.95123 t=2752
gua pai 	掛牌	c=2 d=1.99005 t=2875
gua zai 	掛載	c=6 d=2.19616 t=5287
guai 	怪	c=1 d=1 t=547
guan 	官	c=1 d=1 t=1265
guan 	管	c=5 d=1.02528 t=7311
guan 	關	c=5 d=1.00003 t=8496
guan bi 	關閉	c=6 d=1.44273 t=7723
guan dao 	管道	c=1 d=1 t=1214
guan diao 	關掉	c=3 d=1.80737 t=6209
guan fan 	慣犯	c=1 d=1 t=6924
guan fang 	官方	c=6 d=1.96566 t=8793
guan li 	管理	c=15 d=1.35164 t=6352
guan li yuan 	管理員	c=1 d=1 t=3907
guan lian 	關聯	c=1 d=1 t=6642
guan wang 	官網	c=1 d=1 t=5649
guan xi 	關係	c=1 d=1 t=2304
guan yu 	關於	c=6 d=1.96561 t=6695
guan zhu 	關注	c=4 d=3.59291 t=8520
guang 	光	c=13 d=6.36624 t=3919
guang fan 	廣泛	c=1 d=1 t=7096
guang hui 	光輝	c=1 d=1 t=1150
gui 	鬼	c=3 d=1 t=8743
gui chu 	貴處	c=0 d=0.1 t=8741
gui dang 	歸檔	c=1 d=1 t=2471
gui gui 	龜龜	c=16 d=1.94514 t=4568
gui ze 	規則	c=3 d=2.84163 t=4492
gui zu 	貴族	c=3 d=2.8883 t=4221
guo 	國	c=5 d=1.99799 t=6769
guo 	過	c=10 d=1.419 t=7074
guo cheng 	過程	c=1 d=1 t=7876
guo duan 	果斷	c=1 d=1 t=7630
guo duan 	過段	c=1 d=1 t=7631
guo jia 	國家	c=3 d=1.00737 t=4960
guo lai 	過來	c=1 d=1 t=1137
guo nei 	國內	c=3 d=1.35085 t=7644
guo qu 	過去	c=3 d=1 t=8366
guo ran 	果然	c=1 d=1 t=2103
guo ren 	國人	c=1 d=1 t=2962
guo wai 	國外	c=3 d=1 t=8528
guo zao 	過早	c=1 d=1 t=6265
guo zhi 	果汁	c=1 d=1 t=4181
ha 	哈	c=2 d=1.00156 t=5449
ha ha 	哈哈	c=7 d=1.08077 t=8474
ha ha ha 	哈哈哈	c=2 d=1.34646 t=7134
ha ha ha ha 	哈哈哈哈	c=1 d=1 t=6846
hai 	嗨	c=1 d=1 t=8371
hai 	害	c=3 d=1.0299 t=8001
hai 	海	c=1 d=1 t=6221
hai 	還	c=23 d=1.02272 t=8760
hai bao 	海報	c=3 d=2.42966 t=2582
hai dei 	還得	c=5 d=1.00065 t=6382
hai hao 	還好	c=4 d=1 t=8059
hai ke yi 	還可以	c=1 d=1 t=6258
hai mei 	還沒	c=5 d=1.0002 t=8650
hai mei you 	還沒有	c=1 d=1 t=1450
hai neng 	還能	c=4 d=1 t=8093
hai shi 	還是	c=17 d=2.29206 t=6167
hai shuo 	還說	c=4 d=1.00735 t=7821
hai wai 	海外	c=1 d=1 t=8430
hai xing 	還行	c=6 d=1.06965 t=8606
hai ya 	海牙	c=1 d=1 t=7697
hai you 	還有	c=14 d=1.38915 t=7685
hai you ge 	還有個	c=1 d=1 t=3553
hai zai 	還在	c=2 d=1 t=3945
hai zhen shi 	還真是	c=1 d=1 t=5609
hai zi 	孩子	c=2 d=1.00004 t=3944
han gai 	涵蓋	c=1 d=1 t=6326
han jin 	含金	c=1 d=1 t=4586
han jin liang 	含金量	c=2 d=1.34301 t=4592
han shu 	函數	c=1 d=1 t=7045
hang 	行	c=3 d=1.70479 t=3086
hang kong 	航空	c=1 d=1 t=7091
hang xian 	航線	c=1 d=1 t=2640
hao 	好	c=22 d=1.53265 t=8741
hao 	號	c=5 d=1.02467 t=2009
hao 	豪	c=3 d=1.52869 t=7411
hao bu hao 	好不好	c=1 d=1 t=1933
hao da 	好大	c=1 d=1 t=2170
hao duo 	好多	c=4 d=1 t=8380
hao fan 	好煩	c=1 d=1 t=678
hao gui chu 	好貴處	c=1 d=1 t=8742
hao ji nian qian 	好幾年前	c=1 d=1 t=1478
hao jia huo 	好傢伙	c=2 d=1 t=8687
hao jiu 	好久	c=3 d=1.00001 t=4559
hao kan 	好看	c=2 d=1.07353 t=7951
hao ke 	浩克	c=1 d=1 t=4663
hao la 	好啦	c=1 d=1 t=6510
hao le 	好了	c=1 d=1 t=1346
hao pai 	號牌	c=1 d=1 t=7419
hao ren 	好人	c=1 d=1 t=5921
hao sheng 	好生	c=1 d=1 t=5869
hao shi 	好使	c=1 d=1 t=2104
hao shuo 	好說	c=2 d=1.8825 t=3439
hao tu 	好圖	c=1 d=1 t=6720
hao wan 	好玩	c=1 d=1 t=154
hao xiang 	好像	c=20 d=1.02004 t=8525
hao xiang 	好想	c=6 d=1 t=7737
hao yan 	好言	c=2 d=1.85214 t=1741
hao yong 	好用	c=5 d=1.69608 t=8162
hao you 	好友	c=1 d=1 t=7157
hao zai 	好在	c=1 d=1 t=2669
he 	和	c=9 d=2.10812 t=7824
he 	喝	c=2 d=1.96561 t=4179
he 	核	c=1 d=1 t=5429
he bing 	合併	c=1 d=1 t=1461
he ge 	合格	c=0 d=0.1 t=7867
he ji 	合集	c=1 d=1 t=8794
he li 	合理	c=1 d=1 t=4431
he ni 	和你	c=1 d=1 t=1644
he tong 	合同	c=1 d=1 t=285
he xie 	和諧	c=3 d=2.89771 t=4804
hei he 	黑盒	c=1 d=1 t=6365
hei si 	黑絲	c=1 d=1 t=5504
hei ti 	黑體	c=1 d=1 t=5474
hei ting 	黑聽	c=2 d=1.99501 t=3018
hen 	很	c=11 d=1.00253 t=8041
hen 	狠	c=1 d=1 t=5219
hen bao qian 	很抱歉	c=1 d=1 t=5123
hen duo shi hou 	很多時候	c=1 d=1 t=7005
hen hao 	很好	c=1 d=1 t=5562
hen ke xi 	很可惜	c=1 d=1 t=5672
hen leng 	很冷	c=1 d=1 t=5555
heng 	橫	c=1 d=1 t=8328
hong 	紅	c=3 d=1.00694 t=4163
hong mi 	紅迷	c=2 d=1.57121 t=3185
hou 	後	c=13 d=2.00501 t=6840
hou bei 	後輩	c=1 d=1 t=7122
hou hou 	吼吼	c=1 d=1 t=1735
hou hui 	後悔	c=2 d=1.24051 t=771
hou lai 	後來	c=1 d=1 t=871
hou mian 	後面	c=10 d=1.04677 t=5955
hou xuan 	候選	c=5 d=1.02774 t=8336
hou xuan ci 	候選詞	c=3 d=2.94128 t=8347
hu 	壺	c=1 d=1 t=2869
hu bian 	湖邊	c=1 d=1 t=4986
hu dong 	互動	c=1 d=1 t=6312
hu li 	狐狸	c=1 d=1 t=4346
hua 	滑	c=2 d=1.0052 t=2750
hua 	畫	c=2 d=1.00206 t=8067
hua 	花	c=4 d=2.94692 t=3014
hua 	話	c=5 d=1 t=8068
hua ba 	話靶	c=1 d=1 t=6829
hua fei 	話費	c=3 d=2.14052 t=2867
hua shuo 	話說	c=6 d=1.00035 t=6080
hua tian 	花田	c=1 d=1 t=2761
hua tu 	畫圖	c=4 d=1.00652 t=3639
hua xiao 	花銷	c=2 d=1.66698 t=2857
huai 	壞	c=1 d=1 t=4832
huai diao 	壞掉	c=1 d=1 t=8621
huai yi 	懷疑	c=1 d=1 t=5076
huan 	換	c=1 d=1 t=8309
huan cun 	緩存	c=1 d=1 t=3582
huan jing 	環境	c=5 d=1 t=5083
huang 	黃	c=1 d=1 t=7760
huang dan 	荒誕	c=1 d=1 t=8234
huang fei 	荒廢	c=1 d=1 t=2011
huang miu 	荒謬	c=1 d=1 t=8179
huang you 	黃油	c=2 d=1.83527 t=8683
hui 	回	c=4 d=1 t=7937
hui 	惠	c=3 d=1.37561 t=1777
hui 	會	c=20 d=1.23107 t=8456
hui 	灰	c=2 d=1.0015 t=5420
hui 	繪	c=5 d=1.1243 t=1447
hui bu hui 	會不會	c=4 d=1.97531 t=6408
hui fu 	回覆	c=1 d=1 t=5686
hui fu 	恢復	c=2 d=1 t=5940
hui gui 	回歸	c=1 d=1 t=2569
hui lai 	回來	c=3 d=1.93239 t=5563
hui qu 	回去	c=3 d=2.42609 t=7766
hui qu 	會去	c=1 d=1 t=7767
hui shi 	回事	c=1 d=1 t=2436
hui you 	會有	c=5 d=3.90194 t=7402
hui yuan 	會員	c=1 d=1 t=5247
huo 	活	c=2 d=1 t=5220
huo 	火	c=1 d=1 t=8734
huo 	貨	c=1 d=1 t=7907
huo dong 	活動	c=1 d=1 t=6320
huo gai 	活該	c=1 d=1 t=1699
huo hu 	火狐	c=1 d=1 t=3472
huo qu 	獲取	c=5 d=1 t=8798
huo ran kai lang 	豁然開朗	c=2 d=1.99501 t=4428
huo xu 	或許	c=2 d=1.41271 t=3103
huo zhe 	或者	c=3 d=1.00006 t=3403
ji 	急	c=1 d=1 t=8203
ji 	極	c=1 d=1 t=2368
ji 	機	c=2 d=1.00001 t=8362
ji 	級	c=1 d=1 t=2618
ji 	集	c=7 d=2.9316 t=6294
ji ben 	基本	c=2 d=1.98511 t=4490
ji ben shang 	基本上	c=1 d=1 t=252
ji bian 	幾遍	c=1 d=1 t=504
ji chang 	機場	c=2 d=1.51944 t=2868
ji ci 	幾次	c=2 d=1.0542 t=2508
ji de 	記得	c=1 d=1 t=2199
ji duan 	極端	c=1 d=1 t=942
ji ge 	幾個	c=4 d=1.00765 t=8589
ji guo 	記過	c=1 d=1 t=1100
ji hu 	幾乎	c=1 d=1 t=432
ji hua 	計劃	c=1 d=1 t=8084
ji jia 	幾家	c=1 d=1 t=4990
ji jiang 	即將	c=1 d=1 t=8077
ji jin 	基金	c=1 d=1 t=420
ji ke 	極客	c=1 d=1 t=2883
ji lu 	記錄	c=3 d=2.75315 t=3180
ji nian qian 	幾年前	c=0 d=0.1 t=1477
ji nu 	激怒	c=2 d=1.96561 t=828
ji nv 	妓女	c=2 d=1.9802 t=3958
ji nv 	繼女	c=1 d=1 t=6546
ji qi 	機器	c=1 d=1 t=6117
ji qi ren 	機器人	c=1 d=1 t=2620
ji ran 	既然	c=4 d=3.26184 t=5792
ji shu 	技術	c=2 d=0.1 t=8019
ji shu zhui sha 	技術追殺	c=1 d=1 t=8020
ji su 	極速	c=1 d=1 t=1703
ji su 	疾速	c=1 d=1 t=7712
ji suan 	計算	c=2 d=1.98511 t=8192
ji suan qi 	計算器	c=3 d=1.00016 t=7485
ji ti 	集體	c=2 d=1.88692 t=4037
ji tian 	幾天	c=1 d=1 t=2172
ji xie 	機械	c=1 d=1 t=4550
ji xu 	繼續	c=2 d=1.00001 t=5572
ji yuan 	機緣	c=1 d=1 t=4551
ji zi 	機子	c=2 d=1 t=7856
jia 	假	c=1 d=1 t=2037
jia 	加	c=7 d=1.00033 t=8378
jia 	夾	c=2 d=1.9802 t=2749
jia 	家	c=4 d=1.04642 t=7374
jia ban 	加班	c=2 d=1.98511 t=2660
jia de 	假的	c=1 d=1 t=1679
jia gou 	架構	c=1 d=1 t=5690
jia huo 	傢伙	c=1 d=1 t=8478
jia li 	家裏	c=1 d=1 t=500
jia su 	加速	c=1 d=1 t=8022
jia teng 	加藤	c=1 d=1 t=1438
jia zhuang 	嫁裝	c=1 d=1 t=3015
jian 	件	c=1 d=1 t=7812
jian 	剪	c=1 d=1 t=4922
jian 	建	c=2 d=1 t=5873
jian 	見	c=2 d=1.93707 t=4557
jian ce 	檢測	c=1 d=1 t=4313
jian cha 	檢查	c=1 d=1 t=2542
jian cheng 	簡稱	c=1 d=1 t=2042
jian dan 	簡單	c=1 d=1 t=2041
jian dao 	見到	c=1 d=1 t=4561
jian ding 	鑑定	c=2 d=1.96561 t=5181
jian guo 	見過	c=2 d=1.65051 t=4976
jian ji 	剪輯	c=1 d=1 t=4099
jian jie 	簡介	c=1 d=1 t=4686
jian li 	簡歷	c=5 d=4.87244 t=5013
jian mo 	建模	c=1 d=1 t=2344
jian pan 	鍵盤	c=1 d=1 t=1826
jian yi 	建議	c=10 d=2.0294 t=8148
jian yi 	檢疫	c=0 d=0.1 t=7867
jian yi he ge 	檢疫合格	c=1 d=1 t=7868
jian zhu 	建築	c=1 d=1 t=2413
jiang 	將	c=2 d=1 t=5936
jiang 	講	c=2 d=1.00892 t=3997
jiang 	醬	c=3 d=2.00114 t=7510
jiang jin 	將近	c=1 d=1 t=1480
jiao 	叫	c=8 d=1.00002 t=8657
jiao ao 	驕傲	c=1 d=1 t=2254
jiao ben 	腳本	c=2 d=1.00014 t=8473
jiao cheng 	教程	c=3 d=1.99501 t=4628
jiao chu 	交出	c=1 d=1 t=868
jiao huang 	教皇	c=1 d=1 t=1330
jiao tong 	交通	c=4 d=3.44518 t=2833
jiao wo 	叫我	c=1 d=1 t=1268
jiao yu 	教育	c=2 d=1.97531 t=4060
jie 	借	c=1 d=1 t=1323
jie 	姐	c=1 d=1 t=8325
jie 	屆	c=1 d=1 t=2619
jie 	接	c=2 d=1.00009 t=5547
jie 	界	c=1 d=1 t=2616
jie 	節	c=1 d=1 t=2410
jie 	街	c=5 d=2.85056 t=2602
jie chu 	接觸	c=1 d=1 t=6267
jie da 	解答	c=1 d=1.1 t=7007
jie da le 	解答了	c=1 d=1 t=7008
jie di 	姐弟	c=1 d=1 t=4255
jie duan 	階段	c=0 d=0.1 t=2045
jie gou 	結構	c=1 d=1 t=2296
jie guo 	結果	c=6 d=1.00071 t=8569
jie jie 	姐姐	c=1 d=1 t=4242
jie jue 	解決	c=8 d=1.00003 t=8416
jie kou 	接口	c=3 d=1 t=6856
jie mi 	解密	c=1 d=1 t=2976
jie mian 	界面	c=2 d=1 t=6019
jie mu 	節目	c=1 d=1 t=863
jie ri 	節日	c=1 d=1 t=6319
jie shi 	解釋	c=1 d=1 t=7056
jie shou 	接受	c=2 d=1.00005 t=6032
jie shu 	結束	c=3 d=1.03597 t=6075
jie suan 	結算	c=1 d=1 t=1326
jie tu 	截圖	c=4 d=1.00006 t=8555
jie xi 	解析	c=1 d=1 t=6302
jie ya 	解壓	c=1 d=1 t=4270
jie zhi 	截至	c=1 d=1 t=3005
jin 	僅	c=1 d=1 t=2706
jin 	近	c=1 d=1 t=2673
jin 	進	c=6 d=1.00503 t=7228
jin 	金	c=2 d=1 t=7740
jin cheng 	進程	c=1 d=1 t=8011
jin du 	進度	c=1 d=1 t=8116
jin du tiao 	進度條	c=4 d=1.98511 t=5373
jin jin 	僅僅	c=1 d=1 t=5124
jin ke neng 	儘可能	c=1 d=1 t=1967
jin qu 	進去	c=2 d=1.00041 t=2912
jin ri 	今日	c=1 d=1 t=2715
jin tian 	今天	c=6 d=2.16583 t=8700
jin xing 	進行	c=4 d=1.00301 t=8078
jin zhi 	禁止	c=1 d=1 t=21
jing chang 	經常	c=2 d=1.00014 t=1892
jing jian 	精簡	c=4 d=1.98854 t=5726
jing li 	經歷	c=1 d=1 t=7878
jing ran 	竟然	c=2 d=1 t=4941
jing ren 	驚人	c=2 d=1.97531 t=8295
jing sai 	競賽	c=2 d=1.94176 t=6502
jing tai 	靜態	c=1 d=1 t=6083
jing xiang 	鏡像	c=1 d=1 t=4983
jing ye 	精液	c=1 d=1 t=7444
jing ying ti tou 	晶瑩剔透	c=1 d=1 t=5425
jiu 	九	c=1 d=1 t=2553
jiu 	就	c=66 d=4.0414 t=8515
jiu 	舊	c=1 d=1 t=177
jiu fa xian 	就發現	c=1 d=1 t=883
jiu hui 	就會	c=1 d=1 t=2193
jiu neng 	就能	c=3 d=1.00064 t=3428
jiu pa 	就怕	c=1 d=1 t=3743
jiu shi 	就是	c=35 d=1.00047 t=8763
jiu suan 	就算	c=13 d=1.54516 t=8755
jiu wo 	就我	c=1 d=1 t=8447
jiu xiang 	就像	c=1 d=1 t=2029
jiu xiao 	九霄	c=3 d=2.53472 t=2403
jiu xing 	就行	c=1 d=1 t=2516
jiu zai 	就在	c=2 d=1 t=7338
jiu zhe 	就這	c=1 d=1 t=4301
jiu zhe yang 	就這樣	c=1 d=1 t=2497
ju 	劇	c=1 d=1 t=4483
ju 	局	c=2 d=1.81058 t=1077
ju 	巨	c=1 d=1 t=4762
ju jue 	拒絕	c=1 d=1 t=6008
ju qing 	劇情	c=2 d=1.01259 t=7111
ju shuo 	據說	c=1 d=1 t=3156
ju ti 	具體	c=1 d=1 t=8183
ju tou 	劇透	c=1 d=1 t=513
ju you 	具有	c=1 d=1 t=8254
ju zi 	句子	c=1 d=1 t=7076
juan 	卷	c=2 d=1.98511 t=7846
jue de 	覺得	c=16 d=1.31612 t=8513
jue se 	角色	c=7 d=1.06521 t=4985
jun 	軍	c=1 d=1 t=7114
jun bei 	軍備	c=2 d=1.94176 t=6501
ka 	卡	c=5 d=1.08076 t=8784
ka dian 	卡點	c=1 d=1 t=7104
kai 	開	c=13 d=1.20693 t=6931
kai fa 	開發	c=6 d=3.16887 t=7368
kai fa zhe 	開發者	c=1 d=1 t=4361
kai ge 	開個	c=0 d=0.1 t=4019
kai ge che 	開個車	c=2 d=1.99005 t=4022
kai shi 	開始	c=6 d=1.04596 t=8591
kai xiao 	開銷	c=1 d=1 t=2864
kai xue 	開學	c=1 d=1 t=475
kai yuan 	開源	c=6 d=1.00001 t=6808
kai zhe 	開着	c=1 d=1 t=1374
kan 	看	c=41 d=2.16958 t=8752
kan ba 	看吧	c=1 d=1 t=5279
kan bu dong 	看不懂	c=1 d=1 t=6001
kan dao 	看到	c=16 d=1.92352 t=8586
kan dao mei 	看到沒	c=1 d=1 t=3496
kan de 	看得	c=1 d=0.1 t=4191
kan de wo 	看得我	c=1 d=1 t=4192
kan dian ying 	看電影	c=1 d=1 t=2835
kan dong 	看懂	c=0 d=0.1 t=4384
kan fa 	看法	c=1 d=1 t=1650
kan fan 	看番	c=3 d=2.36161 t=4509
kan guo 	看過	c=4 d=1.33121 t=7130
kan kan 	看看	c=13 d=1.00465 t=8686
kan lai 	看來	c=2 d=1 t=5685
kan ni 	看你	c=1 d=1 t=2031
kan wan 	看完	c=2 d=1.00035 t=2074
kan wo 	看我	c=2 d=1 t=7471
kan yi xia 	看一下	c=2 d=1 t=7639
kang shi fu 	康師傅	c=1 d=1 t=4159
kao 	考	c=1 d=1 t=6983
kao 	靠	c=1 d=1 t=6982
kao yan 	考研	c=1 d=1 t=1205
ke 	克	c=1 d=1 t=6759
ke 	可	c=2 d=0.100139 t=6727
ke 	殼	c=1 d=1 t=2764
ke ai 	可愛	c=1 d=1 t=8042
ke ai nie 	可愛捏	c=1 d=1 t=2360
ke hai xing 	可還行	c=1 d=1 t=6728
ke hu duan 	客戶端	c=1 d=1 t=2249
ke ji 	科技	c=0 d=0.1 t=5217
ke ji yu 	科技與	c=1 d=1 t=5218
ke neng 	可能	c=11 d=1.04433 t=6635
ke wu 	可惡	c=1 d=1 t=7999
ke xi 	可惜	c=2 d=1.14957 t=8319
ke xiao 	可笑	c=3 d=1.98511 t=8278
ke xing 	可行	c=1 d=1 t=3767
ke xue 	科學	c=1 d=1 t=5145
ke yi 	可以	c=37 d=1.46438 t=8128
ke yi shuo 	可以說	c=0 d=0.1 t=5018
ken de ji 	肯德基	c=1 d=1 t=2731
ken ding 	肯定	c=1 d=1 t=308
kong 	控	c=1 d=1 t=8143
kong 	空	c=1 d=1 t=4972
kong bu 	恐怖	c=3 d=2.92275 t=6621
kong ju 	恐懼	c=1 d=1 t=6624
kong qi 	空氣	c=1 d=1 t=5559
kong zhi tai 	控制檯	c=2 d=1.03956 t=2080
kou 	口	c=2 d=1.00018 t=3029
kou en ne ge 	口恩呢個	c=1 d=1 t=1535
ku 	酷	c=2 d=1.00012 t=8300
ku ri zi 	苦日子	c=1 d=1 t=256
kua 	跨	c=1 d=1 t=4478
kuai 	塊	c=1 d=1 t=5746
kuai 	快	c=3 d=1.27531 t=5745
kuai jie 	快捷	c=1 d=1 t=4310
kuai jin 	快進	c=1 d=1.04176 t=6499
kuai jin dao 	快進到	c=1 d=1 t=6500
kuai qu 	快去	c=1 d=1 t=6733
kuan du 	寬度	c=1 d=1 t=8350
kuan rong 	寬容	c=2 d=1.92774 t=5856
kuang jia 	框架	c=1 d=1 t=6781
kuo zhan 	擴展	c=2 d=1.71177 t=3280
la 	啦	c=9 d=1.00057 t=8376
la ji 	垃圾	c=4 d=0.100001 t=8321
lai 	來	c=11 d=0.553928 t=7131
lai ge 	來個	c=2 d=1.00015 t=8648
lai shuo 	來說	c=4 d=1 t=8448
lai wo 	來我	c=1 d=1 t=1337
lai yi ju 	來一句	c=1 d=1 t=7132
lai zhe 	來着	c=3 d=1.00047 t=6799
lai zi 	來自	c=1 d=1 t=3168
lan 	懶	c=1 d=1 t=988
lan 	欄	c=1 d=1 t=6812
lan 	爛	c=3 d=2.18939 t=2071
lan 	藍	c=1 d=1 t=5418
lan de 	懶得	c=1 d=1 t=8125
lang 	狼	c=1 d=1 t=8711
lao 	老	c=7 d=1.0001 t=8572
lao ban 	老闆	c=2 d=1.00042 t=7980
lao fo ye 	老佛爺	c=1 d=1 t=6234
lao shi 	老實	c=2 d=1 t=7775
lao shi 	老師	c=5 d=1.00726 t=8759
lao tie 	烙鐵	c=1 d=1 t=8180
lao tong xue 	老同學	c=1 d=1 t=3418
lao wai 	老外	c=1 d=1 t=2960
lao xiang 	老鄉	c=1 d=1 t=101
le 	了	c=282 d=6.51678 t=8708
le 	嘞	c=1 d=1 t=278
le 	樂	c=14 d=1.0825 t=8210
lei 	類	c=1 d=1 t=7039
lei ting 	雷霆	c=3 d=2.98506 t=5390
lei xing 	類型	c=4 d=1.9437 t=6336
leng 	冷	c=1 d=1 t=5539
li 	利	c=1 d=1 t=2127
li 	力	c=2 d=1.9802 t=4653
li 	立	c=1 d=1 t=2584
li 	裏	c=20 d=2.65767 t=8617
li bu kai 	離不開	c=1 d=1 t=8031
li cheng 	歷程	c=1 d=1 t=7526
li gong ke 	理工科	c=1 d=1 t=4515
li hai 	厲害	c=1 d=1 t=175
li jie 	理解	c=2 d=1.11707 t=3698
li mian 	裏面	c=8 d=1.05699 t=7200
li pu 	離譜	c=1 d=1 t=4571
li shi 	歷史	c=1 d=1 t=3272
li xiang 	理想	c=2 d=1.51171 t=8197
li you 	理由	c=1 d=1 t=5810
li zi 	例子	c=3 d=2.40761 t=5050
