# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	8799
#@/user_id	winK
lian 	連	c=19 d=1.41335 t=6130
lian jie 	連接	c=1 d=1 t=3660
lian jie 	鏈接	c=3 d=1 t=8799
lian shang 	臉上	c=1 d=1 t=3500
lian xi 	聯繫	c=5 d=3.8658 t=1066
lian xi wo 	聯繫我	c=1 d=1 t=893
liang 	亮	c=2 d=1 t=7961
liang 	兩	c=2 d=1 t=7829
liang 	量	c=2 d=1.00595 t=5612
liang ge 	兩個	c=2 d=1.956 t=3668
liang nian 	兩年	c=1 d=1 t=255
liang tian 	兩天	c=1 d=1 t=1682
liang yi 	晾衣	c=3 d=2.95072 t=2751
liao 	了	c=1 d=1 t=3694
liao 	聊	c=1 d=1 t=6390
liao jie 	瞭解	c=1 d=1 t=8166
lie 	列	c=1 d=1 t=6429
lie 	獵	c=2 d=1.98511 t=5216
lie biao 	列表	c=1 d=1 t=1271
lie chu 	列出	c=2 d=1.29523 t=7078
lin shi 	臨時	c=2 d=1.94176 t=2919
ling 	鈴	c=1 d=1 t=6824
ling gan 	靈感	c=4 d=1.76588 t=2612
ling wai 	另外	c=3 d=1.99005 t=7267
ling ya 	苓雅	c=0 d=0.1 t=6227
ling ya zhi lv 	苓雅之旅	c=1 d=1 t=6228
ling yu 	領域	c=1 d=1 t=7092
liu 	流	c=2 d=1.01813 t=4770
liu 	溜	c=1 d=1 t=979
liu cheng 	流程	c=1 d=1 t=7113
liu dian 	六點	c=1 d=1 t=5541
liu lan qi 	瀏覽器	c=3 d=2.98506 t=8014
liu lang 	流浪	c=5 d=1 t=8082
liu lang di qiu 	流浪地球	c=4 d=1.00007 t=2825
liu mei ti 	流媒體	c=2 d=1.00016 t=6254
lo 	咯	c=2 d=1.12873 t=4137
lou 	樓	c=1 d=1 t=5687
lu 	路	c=2 d=0.314381 t=6846
lu guo 	路過	c=1 d=1 t=185
lu ren 	路人	c=1 d=1 t=1453
lu xi 	露西	c=2 d=1.0526 t=4716
lu you 	路由	c=7 d=1.01783 t=7480
lu you qi 	路由器	c=14 d=0.648486 t=6584
luan 	亂	c=1 d=1 t=7303
luan shuo 	亂說	c=1 d=1 t=1556
lun 	論	c=2 d=1 t=8458
lun tan 	論壇	c=3 d=1.85642 t=5793
luo 	落	c=1 d=1 t=5419
lv se 	綠色	c=2 d=1.96079 t=2369
lv shi bu shuang 	屢試不爽	c=1 d=1 t=4344
lv xing 	旅行	c=1 d=1 t=7128
ma 	嗎	c=34 d=2.93575 t=8672
ma 	嘛	c=6 d=1.04304 t=7902
ma 	媽	c=5 d=1.97531 t=6753
ma 	罵	c=1 d=1 t=4043
ma 	馬	c=3 d=1.00042 t=7979
ma de 	媽的	c=3 d=1 t=7663
ma fan 	麻煩	c=1 d=1 t=7533
ma gua 	麻瓜	c=1 d=1 t=5949
ma jiang 	麻將	c=1 d=1 t=8630
ma pi 	馬屁	c=2 d=1.81058 t=2687
mai 	埋	c=1 d=1 t=7330
mai 	買	c=8 d=1.9313 t=8780
mai jia 	賣家	c=1 d=1 t=1049
man 	滿	c=1 d=1 t=5899
man hua 	漫畫	c=2 d=1 t=5951
man man 	慢慢	c=1 d=1 t=4006
mang 	盲	c=1 d=1 t=2137
mao 	貓	c=12 d=4.49737 t=3994
mao bing 	毛病	c=3 d=1.00234 t=5825
mao bo li 	毛玻璃	c=1 d=1 t=8332
mao si 	貌似	c=3 d=1.94192 t=3248
mao zi 	帽子	c=1 d=1 t=2709
me 	麼	c=0 d=0.100525 t=3483
me yang 	麼樣	c=1 d=1 t=5080
mei 	沒	c=45 d=2.12014 t=8609
mei 	美	c=2 d=1 t=7272
mei ci 	每次	c=1 d=1 t=1185
mei dao wei 	沒到位	c=1 d=1 t=6790
mei de 	沒得	c=1 d=1.01393 t=1732
mei de kan 	沒得看	c=1 d=1 t=1733
mei du 	梅毒	c=3 d=2.97516 t=6820
mei fa 	沒法	c=5 d=1.01959 t=6071
mei guan xi 	沒關係	c=1 d=1 t=7349
mei kan 	沒看	c=2 d=1 t=5957
mei kan dong 	沒看懂	c=2 d=1.00029 t=6014
mei nian 	每年	c=1 d=1 t=7552
mei qian 	沒錢	c=1 d=1 t=259
mei ren 	沒人	c=1 d=1 t=755
mei sha 	沒啥	c=10 d=2.26237 t=7418
mei shen me 	沒什麼	c=1 d=1 t=8368
mei shi 	沒事	c=3 d=1.03223 t=8205
mei shu 	美術	c=2 d=1.82696 t=3406
mei shui 	沒睡	c=1 d=1 t=5520
mei tian 	每天	c=1 d=1 t=7551
mei wen ti 	沒問題	c=2 d=1.86502 t=2544
mei xi 	沒戲	c=1 d=1 t=2628
mei xiang dao 	沒想到	c=1 d=1 t=4801
mei yi si 	沒意思	c=1 d=1 t=8514
mei yong 	沒用	c=5 d=1.00003 t=5721
mei you 	沒有	c=28 d=1.08071 t=8002
men 	們	c=3 d=1.02117 t=4767
meng 	夢	c=1 d=1 t=2334
meng pi 	蒙皮	c=1 d=1 t=4632
mi 	密	c=1 d=1 t=1862
mi 	米	c=9 d=3.80993 t=3186
mi ma 	密碼	c=5 d=1 t=6715
mi mao 	米貓	c=1 d=1 t=3926
mi mi ma ma 	密密麻麻	c=1 d=1 t=6000
mi yao 	密鑰	c=2 d=1 t=5466
mian ban 	面板	c=5 d=1.01316 t=3749
mian dui 	面對	c=1 d=1 t=6332
mian fei 	免費	c=6 d=1.79852 t=8726
mian hua 	棉花	c=1 d=1 t=2028
mian ji 	面積	c=1 d=1 t=5025
mian ju 	面具	c=2 d=1.97531 t=2936
mian qian 	面前	c=1 d=1 t=5179
mian xiang 	面向	c=1 d=1 t=3393
miao 	妙	c=1 d=1 t=1861
miao 	秒	c=1 d=1 t=4798
ming 	名	c=4 d=1.00005 t=8659
ming 	明	c=1 d=1 t=5937
ming bai 	明白	c=1 d=1 t=7244
ming bu xu chuan 	名不虛傳	c=1 d=1 t=4267
ming dan 	名單	c=1 d=1 t=6431
ming ling 	命令	c=2 d=1.01485 t=2081
ming ling hang 	命令行	c=6 d=3.4843 t=6970
ming ming 	明明	c=1 d=1 t=8038
ming ri 	明日	c=1 d=1 t=7871
ming tian 	明天	c=0 d=0.1 t=6771
ming tian jiu 	明天就	c=1 d=1 t=6772
ming yan 	名言	c=1 d=1 t=7133
mo 	模	c=2 d=1 t=7809
mo 	磨	c=1 d=1 t=1906
mo 	魔	c=2 d=1.83946 t=6061
mo ban 	模板	c=3 d=2.95566 t=5014
mo fa 	魔法	c=2 d=1.00007 t=4215
mo gai 	模蓋	c=2 d=1.83946 t=6060
mo hu 	模糊	c=0 d=0.1 t=8321
mo huan 	魔幻	c=1 d=1 t=7276
mo kuai 	模塊	c=2 d=1 t=6872
mo nv 	魔女	c=1 d=1 t=5215
mo ren 	默認	c=9 d=1.00009 t=8025
mo shi 	模式	c=1 d=1 t=6190
mo xing 	模型	c=3 d=1 t=7814
mou 	某	c=1 d=1 t=6347
mou 	謀	c=1 d=1 t=807
mou ge 	某個	c=1 d=1 t=5441
mou mou 	某某	c=1 d=1 t=2615
mou xie 	某些	c=2 d=1.97531 t=5851
mu 	姆	c=1 d=1 t=4513
mu 	畝	c=1 d=1 t=2760
mu hou 	幕後	c=2 d=1 t=4569
mu ji 	母雞	c=1 d=1 t=2427
mu lu 	目錄	c=6 d=1.89137 t=7986
mu qian 	目前	c=2 d=1 t=7681
mu xi 	母系	c=2 d=1.99005 t=6443
na 	拿	c=3 d=1.00066 t=6290
na 	那	c=37 d=1.50166 t=8750
na bian 	那邊	c=1 d=1 t=7357
na bu fen 	那部分	c=1 d=1 t=8291
na chang 	那場	c=2 d=1.41686 t=764
na chu lai 	拿出來	c=1 d=1 t=383
na dao 	拿到	c=2 d=1.26714 t=3901
na ge 	哪個	c=7 d=1.00003 t=7209
na ge 	那個	c=6 d=1.00179 t=8475
na jiu 	那就	c=2 d=1.00595 t=6821
na jiu shi 	那就是	c=1 d=1 t=5835
na lai 	哪來	c=1 d=1 t=8427
na li 	哪裏	c=4 d=1.95123 t=6679
na li 	那裏	c=4 d=1.39455 t=3431
na me 	那麼	c=1 d=1 t=7302
na me duo 	那麼多	c=2 d=1.00377 t=8428
na mei shi 	那沒事	c=1 d=1 t=4963
na qu 	拿去	c=1 d=1 t=4533
na qun 	那羣	c=1 d=1 t=1510
na shi hou 	那時候	c=2 d=1.68386 t=769
na tao 	那套	c=1 d=1 t=7286
na wo 	拿我	c=1 d=1 t=2558
na xie 	那些	c=3 d=1.15827 t=8768
na yang 	那樣	c=1 d=1 t=7587
na zhang 	那張	c=0 d=0.1 t=6267
na zhang tu 	那張圖	c=1 d=1 t=6268
na zhong 	那種	c=4 d=1 t=7840
nai 	乃	c=3 d=1.96079 t=8632
nai 	奶	c=1 d=1 t=2421
nai nai 	奶奶	c=1 d=1 t=7373
nai niu 	奶牛	c=1 d=1 t=2251
nan 	男	c=4 d=1 t=8736
nan 	難	c=2 d=1.85214 t=1742
nan du 	難度	c=1 d=1 t=7792
nan nv 	男女	c=3 d=2.36424 t=703
nan xing 	男性	c=2 d=1 t=5729
nao 	腦	c=1 d=1 t=3364
ne 	呢	c=11 d=1.00012 t=8654
ne ge 	呢個	c=0 d=0.1 t=1534
nei 	內	c=2 d=1.97045 t=6531
nei rong 	內容	c=6 d=1.00055 t=8551
nei wang 	內網	c=1 d=1 t=4996
neng 	能	c=35 d=1.19905 t=8715
neng bu neng 	能不能	c=3 d=1.01859 t=7863
neng yong 	能用	c=1 d=1 t=8373
ni 	你	c=89 d=2.32012 t=8765
ni 	尼	c=1 d=1 t=8640
ni dou 	你都	c=2 d=1 t=5171
ni hai 	你還	c=0 d=0.1 t=1706
ni hai yong 	你還用	c=1 d=1 t=1707
ni hao 	你好	c=2 d=1 t=5477
ni ji xu 	你繼續	c=1 d=1 t=3593
ni kan 	你看	c=2 d=1.42316 t=3796
ni kan dao 	你看到	c=1 d=1 t=4275
ni ke yi 	你可以	c=1 d=1 t=4532
ni ke yi shuo 	你可以說	c=1 d=1 t=5019
ni men 	你們	c=1 d=1 t=3063
ni ming 	匿名	c=1 d=1 t=2141
ni qu 	你去	c=1 d=1 t=1832
ni rang 	你讓	c=1 d=1 t=4038
ni shi 	你是	c=1 d=1 t=224
ni shuo 	你說	c=5 d=1.99559 t=7192
ni shuo de 	你說的	c=1 d=0.1 t=5037
ni shuo de dui 	你說的對	c=1 d=1 t=5038
ni tian 	逆天	c=2 d=1.99501 t=8689
ni wen 	你問	c=1 d=1 t=7241
ni xian zai 	你現在	c=1 d=1 t=6894
ni xiang 	你想	c=2 d=1.00047 t=4729
ni yao 	你要	c=1 d=1 t=4977
ni yao shi 	你要是	c=1 d=1 t=1270
ni ye 	你也	c=1 d=1 t=1719
ni ye lai 	你也來	c=1 d=1 t=3494
ni zhe ge 	你這個	c=1 d=1 t=5320
ni zhe hua 	你這話	c=1 d=1 t=1828
ni zhe yang 	你這樣	c=1 d=1 t=3010
ni zhi dao 	你知道	c=1 d=1 t=7281
ni zi ji 	你自己	c=1 d=1 t=3850
nian 	唸	c=3 d=1.00512 t=1889
nian 	年	c=1 d=1 t=6741
nian fa 	念法	c=1 d=1 t=1869
nian jiao 	粘膠	c=1 d=1 t=7446
nian qian 	年前	c=1 d=1 t=1533
nian tou 	年頭	c=1 d=0.1 t=5811
nian tu 	粘土	c=1 d=1 t=797
nie 	捏	c=0 d=0.1 t=2359
ning ke 	寧可	c=1 d=1 t=794
ning zhong 	凝重	c=1 d=1 t=8593
niu 	牛	c=5 d=2.26755 t=4814
niu bi 	牛逼	c=3 d=1.0007 t=7897
niu dai 	紐帶	c=1 d=1 t=5412
niu qu 	扭曲	c=1 d=1 t=4150
nong 	弄	c=1 d=1 t=3233
nu li 	努力	c=0 d=0.1 t=4932
nuo 	諾	c=1 d=1 t=2125
nv 	女	c=2 d=1.90937 t=8645
nv hai 	女孩	c=1 d=1 t=5438
nv sheng 	女生	c=1 d=1 t=4621
nv xing 	女性	c=1 d=1 t=2524
nv yun dong 	女運動	c=1 d=1 t=4625
nv zhu 	女主	c=1 d=1 t=1454
o 	哦	c=16 d=1.02715 t=8605
o hou 	哦後	c=1 d=1 t=3681
o o o 	哦哦哦	c=1 d=1 t=6015
o yun 	哦雲	c=1 d=1 t=3049
ou mei 	歐美	c=3 d=2.80209 t=7314
pa 	怕	c=2 d=1 t=8619
pa bu shi 	怕不是	c=3 d=1 t=8004
pai 	拍	c=3 d=1.06229 t=7421
pai 	排	c=2 d=1 t=6742
pai chi 	排斥	c=1 d=1 t=4072
pai lie 	排列	c=1 d=1 t=8327
pai zi 	牌子	c=1 d=1 t=246
pan 	盤	c=12 d=1.16626 t=8049
pan duan 	判斷	c=1 d=1 t=5197
pang bian 	旁邊	c=6 d=1 t=8583
pang da 	龐大	c=1 d=1 t=3124
pang huang 	彷徨	c=7 d=3.87142 t=2600
pao 	跑	c=7 d=1.00384 t=8775
pao bu 	跑步	c=1 d=1 t=4622
pao lu 	跑路	c=2 d=1.97045 t=7609
pei 	配	c=2 d=1.01507 t=4213
pei e 	配額	c=2 d=1.956 t=1092
pei se 	配色	c=6 d=2.87333 t=8225
pei zhi 	配置	c=18 d=3.02475 t=8118
pen 	噴	c=1 d=1 t=1489
peng ke 	朋克	c=0 d=0.1 t=8790
peng you 	朋友	c=1 d=1 t=3899
peng zhe 	捧着	c=1 d=1 t=722
pi 	屁	c=2 d=1.11136 t=716
pi 	批	c=1 d=1 t=378
pi fu 	皮膚	c=1 d=1 t=7931
pi pi 	屁屁	c=1 d=1 t=4853
pi yong 	屁用	c=2 d=1 t=7172
pian 	片	c=1 d=1 t=6711
pian xiang 	偏向	c=1 d=1 t=3390
pian yi huo 	便宜貨	c=1 d=1 t=4828
piao 	票	c=4 d=2.97811 t=787
piao dai 	飄帶	c=1 d=1 t=4630
pin 	拼	c=1 d=1 t=6736
pin he 	拼合	c=1 d=1 t=2468
ping 	瓶	c=1 d=1 t=8566
ping ban 	平板	c=1 d=1 t=1814
ping guo 	蘋果	c=2 d=1.79852 t=7988
ping jia 	評價	c=1 d=1 t=7693
ping mu 	屏幕	c=1 d=1 t=358
ping pu 	平鋪	c=1 d=1 t=5030
ping shi 	平時	c=1 d=1 t=5884
ping tai 	平臺	c=2 d=1 t=7671
po 	破	c=1 d=1 t=1999
po jie 	破解	c=3 d=1.95123 t=5470
po jie ban 	破解版	c=1 d=1 t=4552
po jiu 	破舊	c=1 d=1 t=1995
qi 	其	c=1 d=1 t=6360
qi 	器	c=1 d=1 t=7055
qi 	奇	c=1 d=1 t=4540
qi 	期	c=1 d=1 t=1753
qi 	騎	c=1 d=1 t=1886
qi ci 	其次	c=1 d=1 t=6904
qi dong 	啓動	c=4 d=1 t=8026
qi fei 	起飛	c=2 d=1 t=8465
qi fu 	欺負	c=2 d=1.01317 t=4845
qi jin 	起勁	c=1 d=1 t=681
qi lai 	起來	c=2 d=1.00819 t=7307
qi ma 	起碼	c=1 d=1 t=6246
qi meng 	啓蒙	c=1 d=1 t=6480
qi meng yun dong 	啓蒙運動	c=1 d=1 t=6485
qi shi 	其實	c=12 d=1.51033 t=8762
qi shi 	歧視	c=2 d=1.956 t=2532
qi shui 	汽水	c=7 d=1.00025 t=7365
qi ta 	其他	c=3 d=1.0004 t=3941
qi wei 	氣味	c=1 d=1 t=7455
qian 	前	c=5 d=1 t=5167
qian 	錢	c=3 d=1.99657 t=4746
qian bei 	前輩	c=2 d=1.53259 t=7245
qian yi 	遷移	c=2 d=1.93239 t=7611
qian zhao 	千兆	c=1 d=1 t=6561
qian zhen zi 	前陣子	c=1 d=1 t=2174
qian zhi 	前置	c=1 d=1 t=7047
qian zhui 	前綴	c=3 d=1.54332 t=3887
qiang 	強	c=1 d=1 t=6355
qiang 	槍	c=3 d=1 t=7107
qiang 	牆	c=2 d=1 t=4501
qiang qiu 	強求	c=1 d=1 t=7730
qiang sheng 	槍聲	c=1 d=1 t=7106
qiang xie 	槍械	c=1 d=1 t=2685
qiang ying 	強硬	c=1 d=1 t=5777
qiao bu si 	喬布斯	c=1 d=1 t=6415
qiao duan 	橋段	c=3 d=2.90727 t=667
qiao jie 	橋接	c=6 d=3.15917 t=3934
qie 	且	c=1 d=1 t=398
qie 	切	c=5 d=2.06628 t=2277
qie cai dao 	切菜刀	c=1 d=1 t=6507
qie huan 	切換	c=1 d=1 t=2638
qin qi 	親戚	c=1 d=1 t=3430
qin qing 	親情	c=1 d=1 t=2303
qing 	晴	c=1 d=1 t=5490
qing 	請	c=2 d=1 t=8795
qing 	輕	c=1 d=1 t=4692
qing kong 	清空	c=1 d=1 t=8044
qing kuang 	情況	c=1 d=1 t=1030
qing ming 	清明	c=1 d=1 t=7720
qing qing 	輕輕	c=1 d=1 t=825
qing qiu 	請求	c=1 d=1 t=1120
qing ren 	情人	c=1 d=1 t=2409
qing suan 	清算	c=4 d=1.00003 t=6430
qing wa 	青蛙	c=0 d=0.1 t=2277
qing xu 	情緒	c=2 d=1.92774 t=6468
qiong 	窮	c=1 d=1 t=3467
qiu 	求	c=1 d=1 t=2711
qiu 	球	c=8 d=1.88693 t=6262
qiu sheng 	求生	c=10 d=1 t=6625
qu 	區	c=3 d=1.04427 t=8107
qu 	去	c=23 d=1.97235 t=8779
qu 	曲	c=2 d=1.64082 t=7194
qu bie 	區別	c=2 d=1.01005 t=7013
qu dong 	驅動	c=1 d=1 t=6809
qu kan 	去看	c=1 d=1 t=5189
qu nian 	去年	c=1 d=1 t=1054
qu xian 	曲線	c=1 d=0.128015 t=6078
qu xiao 	取消	c=2 d=1 t=8480
qu yu 	區域	c=1 d=1 t=4479
qu zi 	曲子	c=1 d=1 t=7109
quan 	全	c=14 d=1.00451 t=7112
quan 	勸	c=4 d=2.31888 t=2069
quan bu 	全部	c=2 d=1.53259 t=8195
quan chang 	全場	c=2 d=1.9802 t=7515
quan ju 	全局	c=4 d=2.85558 t=8182
quan li 	權力	c=1 d=1 t=2339
quan ming 	全名	c=1 d=1 t=4948
quan shi jie 	全世界	c=1 d=1 t=1302
quan tao 	全套	c=1 d=1 t=2079
quan xian 	權限	c=1 d=1 t=3486
que 	確	c=1 d=1 t=516
que 	雀	c=8 d=1.00525 t=5032
que ding 	確定	c=3 d=1.79057 t=5332
que shi 	確實	c=10 d=1.00175 t=8276
qun 	羣	c=1 d=1 t=1726
ran 	然	c=1 d=1 t=5423
ran er 	然而	c=1 d=1 t=5056
ran hou 	然後	c=28 d=2.58266 t=8582
rang 	讓	c=5 d=1.03597 t=4906
rang ni 	讓你	c=1 d=1 t=1309
rao guo 	繞過	c=3 d=1 t=5905
rao zhe 	繞着	c=1 d=1 t=4548
re 	熱	c=2 d=1.58567 t=5781
ren 	人	c=23 d=1.73526 t=8753
ren he 	任何	c=4 d=2.68376 t=5202
ren jia 	人家	c=3 d=1 t=7859
ren ke 	認可	c=2 d=1.8781 t=2921
ren kou 	人口	c=1 d=1 t=5730
ren men 	人們	c=1 d=1 t=8251
ren qun 	人羣	c=1 d=1 t=1904
ren ren 	人人	c=0 d=0.1 t=834
ren ren ne 	人人呢	c=1 d=1 t=835
ren shao 	人少	c=1 d=1 t=5589
ren shi 	人士	c=1 d=1 t=2142
ren wei 	認爲	c=1 d=1 t=8297
ren wu 	人物	c=3 d=1.38534 t=2343
ren wu 	任務	c=1 d=1 t=1587
ri 	日	c=3 d=1 t=7974
ri ben 	日本	c=6 d=1 t=8358
ri ben ren 	日本人	c=1 d=1 t=4703
ri chang 	日常	c=3 d=1 t=7954
ri qi 	日期	c=1 d=1 t=2774
ri yong pin 	日用品	c=1 d=1 t=2746
rong qi 	容器	c=1 d=1 t=2591
rong yi 	容易	c=2 d=1.87372 t=8167
ru 	入	c=1 d=1 t=3080
ru ci 	如此	c=1 d=1 t=7095
ru guo 	如果	c=11 d=1.09028 t=8122
ru he 	如何	c=5 d=2.00381 t=8117
ru kou 	入口	c=1 d=1 t=6004
ru ni 	如你	c=1 d=1 t=3240
ru shou 	入手	c=1 d=1 t=7796
ru zhu 	入駐	c=1 d=1 t=4102
ruan 	軟	c=1 d=1.00001 t=5901
ruan jian 	軟件	c=9 d=1.38893 t=6676
ruan lu you 	軟路由	c=5 d=2.09218 t=6595
rui dian 	瑞典	c=1 d=1 t=4783
ruo 	若	c=1 d=1 t=7042
sa qi 	撒氣	c=0 d=0.1 t=2277
sa si 	薩斯	c=0 d=0.1 t=2277
sa si qing wa ai e shou dong qie da sa wu dao sa qi dang shi ren da she wan da wa da ren shan da wang dang wai ren shi di wu dai wen da shi da sa wa ao wa da an a a a a 	薩斯青蛙挨餓受凍切搭撒誤導撒氣當事人大蛇丸大窪大人山大王黨外人士第五代問答式搭撒凹凹哇答案啊啊啊啊	c=1 d=1 t=2278
sai 	塞	c=1 d=1 t=2026
sai bo 	賽博	c=3 d=0.106141 t=8790
sai bo peng ke 	賽博朋克	c=1 d=1 t=8791
san 	三	c=9 d=1.00004 t=6774
san ge 	三個	c=1 d=1 t=3064
san ren 	三人	c=0 d=0.1 t=6280
san ren chang 	三人場	c=1 d=1 t=6281
sao mu 	掃墓	c=1 d=1 t=7343
se 	色	c=1 d=1 t=1232
se se 	瑟瑟	c=1 d=1 t=2414
sha 	啥	c=22 d=2.80715 t=8678
sha 	紗	c=2 d=1.0513 t=6066
sha bi 	傻逼	c=10 d=1.00453 t=6582
sha dou hao 	啥都好	c=1 d=1 t=1915
sha qian dao 	殺千刀	c=1 d=1 t=1105
sha yang 	啥樣	c=1 d=1 t=1666
sha ye 	啥也	c=1 d=1 t=3259
shan 	刪	c=8 d=1.93707 t=7635
shan 	山	c=3 d=2.66242 t=7383
shan 	閃	c=1 d=1 t=19
shan chu 	刪除	c=1 d=1 t=3677
shan da wang 	山大王	c=0 d=0.1 t=2277
shan gai 	刪改	c=1 d=1 t=6457
shan li 	山裏	c=1 d=1 t=7341
shang 	上	c=43 d=2.00298 t=8000
shang ban 	上班	c=3 d=0.100548 t=7720
shang chuan 	上傳	c=1 d=1 t=2438
shang ci 	上次	c=2 d=1 t=6389
shang hai 	上海	c=3 d=1.00002 t=7158
shang ji 	上級	c=1 d=1 t=87
shang lai 	上來	c=2 d=1.94649 t=6469
shang mian 	上面	c=1 d=1 t=990
shang shou 	上手	c=1 d=1 t=7791
shang wang 	上網	c=1 d=1 t=3574
shang xian 	上線	c=2 d=1.02858 t=5668
shang ye 	商業	c=1 d=1 t=412
shang yin 	上癮	c=1 d=1 t=1851
shang ying 	上映	c=1 d=1 t=471
shao 	少	c=1 d=1 t=4747
shao 	燒	c=1 d=1 t=4763
shao deng 	稍等	c=2 d=1.73345 t=3551
shao lu 	燒錄	c=1 d=1 t=5
shao nv 	少女	c=1 d=1 t=4690
shao zhuang 	少壯	c=1 d=1 t=4932
she 	設	c=2 d=1.015 t=7037
she bei 	設備	c=3 d=1.17291 t=6549
she chi 	奢侈	c=1 d=1 t=5682
she hui 	社會	c=3 d=1.01688 t=7398
she ji 	涉及	c=1 d=1 t=3396
she ji 	設計	c=4 d=1.00001 t=5697
she jian 	射箭	c=0 d=0.1 t=6826
she me 	什麼	c=1 d=1 t=5858
she qu 	社區	c=3 d=1 t=5767
she shou 	射手	c=1 d=1 t=8017
she wei 	設爲	c=1 d=1 t=6082
she ying ji 	攝影機	c=1 d=1 t=5360
she zhi 	設置	c=8 d=1.00005 t=8716
shei 	誰	c=4 d=1 t=7765
shen 	神	c=4 d=1.33458 t=6451
shen 	身	c=2 d=1.00001 t=2587
shen e 	身額	c=1 d=0.100431 t=3483
shen e ma 	身額嗎	c=1 d=1 t=2279
shen e me 	身額麼	c=2 d=1.00009 t=5349
shen me 	什麼	c=46 d=0.941449 t=8321
shen me la ji mo hu 	什麼垃圾模糊	c=1 d=1 t=8322
shen qi 	神奇	c=2 d=1.04016 t=6783
shen qing 	申請	c=6 d=3.14283 t=7851
shen ti 	身體	c=1 d=1 t=8033
shen ti de 	身體的	c=1 d=1 t=5440
shen ye 	深夜	c=2 d=1.89583 t=587
shen zhi 	甚至	c=4 d=1.01955 t=6070
sheng 	生	c=1 d=1 t=2712
sheng 	省	c=3 d=2.00407 t=5710
sheng 	聲	c=2 d=1 t=7108
sheng cheng 	生成	c=4 d=1.00154 t=6731
sheng hua 	生化	c=1 d=1 t=5392
sheng ji 	升級	c=5 d=1 t=8485
sheng yin 	聲音	c=1 d=1 t=700
shi 	事	c=4 d=1.99805 t=6519
shi 	十	c=2 d=1 t=8661
shi 	師	c=5 d=2.46006 t=5010
shi 	是	c=154 d=6.67448 t=8785
shi 	試	c=4 d=1 t=5974
shi 	詩	c=1 d=1 t=5462
shi 	識	c=1 d=1 t=7458
shi 	食	c=8 d=1 t=5033
shi ba 	是吧	c=7 d=1.24563 t=7141
shi bai 	失敗	c=1 d=1 t=8005
shi bie 	識別	c=1 d=1 t=5717
shi bu shi 	是不是	c=9 d=1.00285 t=8407
shi ci 	十次	c=1 d=1 t=6839
shi dai 	時代	c=2 d=1 t=7391
shi de 	似地	c=1 d=1 t=4675
shi fang 	釋放	c=1 d=1 t=6534
shi fen zhi yi 	十分之一	c=1 d=1 t=331
shi ge 	時隔	c=1 d=1 t=3082
shi guo 	試過	c=3 d=2.44582 t=3152
shi hou 	時候	c=20 d=1.0427 t=8364
shi hua 	實話	c=1 d=1 t=2892
shi ji shang 	實際上	c=4 d=1.83635 t=5064
shi jian 	時間	c=7 d=1.18545 t=7969
shi jie 	世界	c=4 d=1.04466 t=5001
shi jie shang 	世界上	c=1 d=1 t=7070
shi juan 	試卷	c=1 d=1 t=6959
shi jue 	視覺	c=1 d=1 t=2021
shi li 	實例	c=2 d=1 t=6996
shi liu 	十六	c=1 d=1 t=5485
shi nei 	室內	c=1 d=1 t=5536
shi nian qian 	十年前	c=1 d=1 t=1481
shi pin 	視頻	c=16 d=1.17101 t=7116
shi qi 	時期	c=1 d=1 t=1151
shi shi 	試試	c=9 d=1.27885 t=8221
shi ta ke 	史塔克	c=1 d=1 t=8747
shi wan 	試玩	c=1 d=1 t=2603
shi xian 	實現	c=1 d=1 t=4453
shi ye 	失業	c=2 d=1.00166 t=6763
shi yong 	使用	c=12 d=2.00473 t=8153
shi zai 	實在	c=5 d=2.40702 t=8292
shi zi 	式子	c=1 d=1 t=6845
shou 	手	c=2 d=1.90484 t=1589
shou 	收	c=1 d=1 t=414
shou cang jia 	收藏夾	c=1 d=1 t=4117
shou dao 	收到	c=2 d=1 t=8540
shou fei 	收費	c=2 d=1.00001 t=5299
shou hai zhe 	受害者	c=1 d=1 t=4375
shou ji 	手機	c=4 d=1 t=8539
shou ji 	收集	c=3 d=1.76741 t=2762
shou jia 	售價	c=1 d=1 t=1694
shou li 	手裏	c=1 d=1 t=720
shou quan 	授權	c=2 d=1.14882 t=415
shou ti bao 	手提包	c=1 d=1 t=8575
shou tou 	手頭	c=1 d=1 t=982
shou xian 	首先	c=2 d=1.66034 t=6898
shou ye 	首頁	c=1 d=1 t=4108
shou yi zhe 	受益者	c=1 d=1 t=4068
shou ying xiang 	受影響	c=1 d=1 t=7033
shou zhe 	收着	c=1 d=1 t=4648
shu 	書	c=2 d=1 t=5491
shu 	樹	c=1 d=1 t=1247
shu chang 	舒暢	c=1 d=1 t=5576
shu chu 	輸出	c=4 d=1 t=5112
shu fu 	舒服	c=1 d=1 t=7959
shu ju 	數據	c=5 d=1.41102 t=8396
shu liang 	數量	c=2 d=1.32142 t=8348
shu ru 	輸入	c=3 d=1.79621 t=7991
shu ru fa 	輸入法	c=1 d=1 t=8220
shu xi 	熟悉	c=1 d=1 t=7920
shu zhi 	樹枝	c=1 d=1 t=527
shua 	刷	c=10 d=1.91855 t=8181
shua dao 	刷道	c=2 d=1.00009 t=5964
